activity_id,user_id,competition_id,activity_timestamp,activity_type,session_duration
53,3,13,2025-11-24 20:00:00,signup,0
54,3,13,2025-11-27 22:00:00,start_interview,0
55,3,13,2025-11-27 22:58:11,complete_interview,3491
56,3,13,2025-11-27 23:15:54,view_feedback,422
57,3,15,2025-12-09 09:00:00,signup,0
58,4,5,2025-09-30 05:00:00,signup,0
59,4,8,2025-10-21 05:00:00,signup,0
60,4,8,2025-10-22 12:00:00,start_interview,0
61,4,8,2025-10-22 12:56:46,complete_interview,3406
62,4,8,2025-10-22 13:23:01,view_feedback,548
63,4,12,2025-11-18 10:00:00,signup,0
64,4,14,2025-12-02 02:00:00,signup,0
65,4,14,2025-12-04 10:00:00,start_interview,0
66,4,14,2025-12-04 10:58:39,complete_interview,3519
67,4,14,2025-12-04 11:03:58,view_feedback,643
68,4,14,2025-12-04 11:51:05,share_result,156
69,5,3,2025-09-16 09:00:00,signup,0
70,5,4,2025-09-22 03:00:00,signup,0
71,5,5,2025-09-29 17:00:00,signup,0
72,5,5,2025-10-01 14:00:00,start_interview,0
73,5,8,2025-10-21 23:00:00,signup,0
74,5,8,2025-10-22 06:00:00,start_interview,0
75,5,8,2025-10-22 06:51:45,complete_interview,3105
76,5,8,2025-10-22 06:59:18,view_feedback,881
77,5,8,2025-10-22 07:44:21,share_result,93
78,5,9,2025-10-27 16:00:00,signup,0
79,5,11,2025-11-11 23:00:00,signup,0
80,5,11,2025-11-13 04:00:00,start_interview,0
81,5,11,2025-11-13 04:32:32,complete_interview,1952
82,5,12,2025-11-18 13:00:00,signup,0
83,5,12,2025-11-19 06:00:00,start_interview,0
84,5,12,2025-11-19 06:45:54,complete_interview,2754
85,5,12,2025-11-19 06:55:01,view_feedback,848
86,6,2,2025-09-09 19:00:00,signup,0
87,6,2,2025-09-11 21:00:00,start_interview,0
88,6,3,2025-09-15 20:00:00,signup,0
89,6,3,2025-09-18 21:00:00,start_interview,0
90,6,3,2025-09-18 21:42:08,complete_interview,2528
91,6,3,2025-09-18 21:48:48,view_feedback,606
92,6,3,2025-09-18 22:18:04,share_result,67
93,6,8,2025-10-20 06:00:00,signup,0
94,6,9,2025-10-27 00:00:00,signup,0
95,6,9,2025-10-29 14:00:00,start_interview,0
96,6,9,2025-10-29 14:58:06,complete_interview,3486
97,6,9,2025-10-29 15:26:31,view_feedback,386
98,6,12,2025-11-17 04:00:00,signup,0
99,6,12,2025-11-20 17:00:00,start_interview,0
100,6,12,2025-11-20 17:34:23,complete_interview,2063
101,6,12,2025-11-20 17:50:42,view_feedback,425
102,6,12,2025-11-20 18:20:07,share_result,72
103,6,13,2025-11-25 12:00:00,signup,0
104,6,13,2025-11-27 22:00:00,start_interview,0
105,6,13,2025-11-27 22:31:00,complete_interview,1860
106,6,13,2025-11-27 22:50:33,view_feedback,476
107,7,2,2025-09-09 15:00:00,signup,0
108,7,2,2025-09-10 15:00:00,start_interview,0
109,7,2,2025-09-10 15:47:01,complete_interview,2821
110,7,2,2025-09-10 16:10:48,view_feedback,790
111,7,2,2025-09-10 16:26:33,share_result,158
112,7,3,2025-09-15 12:00:00,signup,0
113,7,3,2025-09-18 09:00:00,start_interview,0
114,7,3,2025-09-18 09:57:22,complete_interview,3442
115,7,3,2025-09-18 10:03:01,view_feedback,691
116,7,4,2025-09-23 10:00:00,signup,0
117,7,5,2025-09-30 12:00:00,signup,0
118,7,5,2025-10-02 00:00:00,start_interview,0
119,7,5,2025-10-02 00:30:53,complete_interview,1853
120,7,5,2025-10-02 00:43:21,view_feedback,330
121,7,7,2025-10-14 06:00:00,signup,0
122,7,7,2025-10-16 13:00:00,start_interview,0
123,7,9,2025-10-28 18:00:00,signup,0
124,7,9,2025-10-30 10:00:00,start_interview,0
125,7,11,2025-11-10 14:00:00,signup,0
126,7,11,2025-11-13 00:00:00,start_interview,0
127,7,11,2025-11-13 00:58:38,complete_interview,3518
128,7,12,2025-11-17 15:00:00,signup,0
129,7,12,2025-11-20 23:00:00,start_interview,0
130,7,14,2025-12-02 20:00:00,signup,0
131,7,14,2025-12-04 12:00:00,start_interview,0
132,7,14,2025-12-04 12:49:13,complete_interview,2953
133,8,4,2025-09-22 02:00:00,signup,0
134,8,4,2025-09-24 14:00:00,start_interview,0
135,8,4,2025-09-24 14:30:40,complete_interview,1840
136,8,4,2025-09-24 14:35:41,view_feedback,639
137,8,5,2025-09-29 08:00:00,signup,0
138,8,5,2025-10-01 11:00:00,start_interview,0
139,8,7,2025-10-13 01:00:00,signup,0
140,8,7,2025-10-16 21:00:00,start_interview,0
141,8,12,2025-11-18 18:00:00,signup,0
142,8,12,2025-11-19 06:00:00,start_interview,0
143,8,12,2025-11-19 06:41:00,complete_interview,2460
144,8,12,2025-11-19 06:51:22,view_feedback,747
145,8,15,2025-12-09 11:00:00,signup,0
146,8,15,2025-12-11 15:00:00,start_interview,0
147,8,16,2025-12-16 13:00:00,signup,0
148,9,8,2025-10-20 00:00:00,signup,0
149,9,13,2025-11-25 14:00:00,signup,0
150,9,13,2025-11-27 15:00:00,start_interview,0
151,9,13,2025-11-27 15:49:18,complete_interview,2958
152,9,13,2025-11-27 16:11:14,view_feedback,444
153,9,13,2025-11-27 16:21:57,share_result,120
154,10,7,2025-10-13 13:00:00,signup,0
155,10,7,2025-10-15 04:00:00,start_interview,0
156,10,7,2025-10-15 04:56:51,complete_interview,3411
157,10,7,2025-10-15 05:01:53,view_feedback,349
158,10,14,2025-12-02 06:00:00,signup,0
159,11,4,2025-09-23 04:00:00,signup,0
160,11,4,2025-09-24 02:00:00,start_interview,0
161,11,4,2025-09-24 02:40:52,complete_interview,2452
162,11,4,2025-09-24 02:49:26,view_feedback,375
163,11,4,2025-09-24 03:23:40,share_result,101
164,11,8,2025-10-21 14:00:00,signup,0
165,11,15,2025-12-08 21:00:00,signup,0
166,11,15,2025-12-10 12:00:00,start_interview,0
167,11,15,2025-12-10 12:48:54,complete_interview,2934
168,11,15,2025-12-10 13:18:48,view_feedback,853
169,11,15,2025-12-10 13:28:30,share_result,136
170,12,5,2025-09-30 12:00:00,signup,0
171,12,5,2025-10-02 07:00:00,start_interview,0
172,12,5,2025-10-02 07:42:18,complete_interview,2538
173,12,5,2025-10-02 07:50:17,view_feedback,601
174,12,8,2025-10-20 13:00:00,signup,0
175,12,8,2025-10-22 18:00:00,start_interview,0
176,12,10,2025-11-04 01:00:00,signup,0
177,12,10,2025-11-06 18:00:00,start_interview,0
178,12,10,2025-11-06 18:51:54,complete_interview,3114
179,12,10,2025-11-06 19:03:12,view_feedback,679
180,12,11,2025-11-11 04:00:00,signup,0
181,12,11,2025-11-13 04:00:00,start_interview,0
182,12,11,2025-11-13 04:37:43,complete_interview,2263
183,12,11,2025-11-13 05:01:58,view_feedback,363
184,12,11,2025-11-13 05:31:29,share_result,230
185,12,12,2025-11-18 18:00:00,signup,0
186,12,12,2025-11-20 10:00:00,start_interview,0
187,12,12,2025-11-20 10:55:49,complete_interview,3349
188,12,12,2025-11-20 11:19:42,view_feedback,362
189,12,14,2025-12-02 10:00:00,signup,0
190,12,14,2025-12-04 06:00:00,start_interview,0
191,12,14,2025-12-04 06:38:02,complete_interview,2282
192,12,14,2025-12-04 06:45:43,view_feedback,704
193,13,9,2025-10-29 00:00:00,signup,0
194,13,9,2025-10-29 10:00:00,start_interview,0
195,13,11,2025-11-11 03:00:00,signup,0
196,13,11,2025-11-13 19:00:00,start_interview,0
197,13,11,2025-11-13 19:58:04,complete_interview,3484
198,13,11,2025-11-13 20:23:22,view_feedback,564
199,13,11,2025-11-13 20:52:53,share_result,294
200,13,13,2025-11-25 11:00:00,signup,0
201,13,13,2025-11-26 20:00:00,start_interview,0
202,13,16,2025-12-16 20:00:00,signup,0
203,13,16,2025-12-18 09:00:00,start_interview,0
204,14,4,2025-09-22 09:00:00,signup,0
205,14,4,2025-09-25 13:00:00,start_interview,0
206,14,4,2025-09-25 13:33:25,complete_interview,2005
207,14,6,2025-10-06 18:00:00,signup,0
208,14,9,2025-10-28 17:00:00,signup,0
209,14,9,2025-10-30 14:00:00,start_interview,0
210,14,9,2025-10-30 14:35:52,complete_interview,2152
211,14,9,2025-10-30 14:45:46,view_feedback,711
212,14,9,2025-10-30 15:35:52,share_result,144
213,14,11,2025-11-11 06:00:00,signup,0
214,14,13,2025-11-24 19:00:00,signup,0
215,14,13,2025-11-27 07:00:00,start_interview,0
216,14,16,2025-12-15 19:00:00,signup,0
217,15,7,2025-10-13 13:00:00,signup,0
218,15,12,2025-11-17 10:00:00,signup,0
219,15,12,2025-11-20 21:00:00,start_interview,0
220,15,12,2025-11-20 21:34:37,complete_interview,2077
221,15,12,2025-11-20 21:57:30,view_feedback,882
222,15,12,2025-11-20 22:11:11,share_result,284
223,16,10,2025-11-03 01:00:00,signup,0
224,16,10,2025-11-06 07:00:00,start_interview,0
225,16,10,2025-11-06 07:36:03,complete_interview,2163
226,17,3,2025-09-15 01:00:00,signup,0
227,17,3,2025-09-17 10:00:00,start_interview,0
228,17,5,2025-09-29 14:00:00,signup,0
229,17,5,2025-10-02 19:00:00,start_interview,0
230,17,5,2025-10-02 19:52:14,complete_interview,3134
231,17,5,2025-10-02 19:57:55,view_feedback,309
232,17,6,2025-10-06 11:00:00,signup,0
233,17,6,2025-10-08 00:00:00,start_interview,0
234,17,6,2025-10-08 00:50:45,complete_interview,3045
235,17,6,2025-10-08 01:06:10,view_feedback,581
236,17,14,2025-12-02 08:00:00,signup,0
237,18,14,2025-12-02 09:00:00,signup,0
238,19,8,2025-10-21 02:00:00,signup,0
239,19,8,2025-10-23 23:00:00,start_interview,0
240,19,8,2025-10-23 23:54:10,complete_interview,3250
241,19,10,2025-11-04 21:00:00,signup,0
242,19,10,2025-11-06 10:00:00,start_interview,0
243,19,10,2025-11-06 10:46:14,complete_interview,2774
244,19,16,2025-12-15 06:00:00,signup,0
245,19,16,2025-12-18 23:00:00,start_interview,0
246,19,16,2025-12-18 23:57:35,complete_interview,3455
247,19,16,2025-12-19 00:08:49,view_feedback,643
248,20,2,2025-09-08 14:00:00,signup,0
249,20,2,2025-09-10 19:00:00,start_interview,0
250,20,2,2025-09-10 19:41:18,complete_interview,2478
251,20,2,2025-09-10 20:06:17,view_feedback,601
252,20,3,2025-09-15 03:00:00,signup,0
253,20,6,2025-10-06 12:00:00,signup,0
254,20,6,2025-10-09 19:00:00,start_interview,0
255,20,6,2025-10-09 19:40:11,complete_interview,2411
256,20,6,2025-10-09 19:50:19,view_feedback,440
257,20,7,2025-10-14 12:00:00,signup,0
258,20,9,2025-10-28 21:00:00,signup,0
259,20,9,2025-10-29 05:00:00,start_interview,0
260,20,9,2025-10-29 05:51:32,complete_interview,3092
261,20,10,2025-11-03 03:00:00,signup,0
262,20,10,2025-11-05 17:00:00,start_interview,0
263,20,10,2025-11-05 17:56:24,complete_interview,3384
264,20,10,2025-11-05 18:06:48,view_feedback,801
265,20,12,2025-11-18 03:00:00,signup,0
266,20,12,2025-11-20 01:00:00,start_interview,0
267,20,12,2025-11-20 01:46:17,complete_interview,2777
268,20,12,2025-11-20 01:52:34,view_feedback,846
269,20,12,2025-11-20 02:29:01,share_result,63
270,20,16,2025-12-15 00:00:00,signup,0
271,20,16,2025-12-17 15:00:00,start_interview,0
272,20,16,2025-12-17 15:59:56,complete_interview,3596
273,20,16,2025-12-17 16:09:20,view_feedback,405
274,21,3,2025-09-15 02:00:00,signup,0
275,21,3,2025-09-17 18:00:00,start_interview,0
276,21,3,2025-09-17 18:47:45,complete_interview,2865
277,21,3,2025-09-17 19:04:16,view_feedback,744
278,21,5,2025-09-30 07:00:00,signup,0
279,21,5,2025-10-01 12:00:00,start_interview,0
280,21,5,2025-10-01 12:57:42,complete_interview,3462
281,21,5,2025-10-01 13:10:29,view_feedback,529
282,21,6,2025-10-07 22:00:00,signup,0
283,21,6,2025-10-09 08:00:00,start_interview,0
284,21,6,2025-10-09 08:42:30,complete_interview,2550
285,21,6,2025-10-09 08:48:46,view_feedback,684
286,21,7,2025-10-14 10:00:00,signup,0
287,21,7,2025-10-16 14:00:00,start_interview,0
288,21,10,2025-11-04 20:00:00,signup,0
289,21,10,2025-11-06 04:00:00,start_interview,0
290,21,10,2025-11-06 04:48:40,complete_interview,2920
291,21,10,2025-11-06 05:17:37,view_feedback,456
292,21,10,2025-11-06 05:42:04,share_result,221
293,21,11,2025-11-11 02:00:00,signup,0
294,21,11,2025-11-13 18:00:00,start_interview,0
295,21,11,2025-11-13 18:51:15,complete_interview,3075
296,21,11,2025-11-13 19:00:55,view_feedback,728
297,21,12,2025-11-18 22:00:00,signup,0
298,21,12,2025-11-19 18:00:00,start_interview,0
299,21,12,2025-11-19 18:33:37,complete_interview,2017
300,21,12,2025-11-19 18:59:24,view_feedback,504
301,21,15,2025-12-09 02:00:00,signup,0
302,21,15,2025-12-10 02:00:00,start_interview,0
303,21,15,2025-12-10 02:37:05,complete_interview,2225
304,21,15,2025-12-10 02:58:29,view_feedback,638
305,21,15,2025-12-10 03:07:31,share_result,231
306,21,16,2025-12-15 07:00:00,signup,0
307,22,3,2025-09-15 05:00:00,signup,0
308,22,4,2025-09-23 22:00:00,signup,0
309,22,4,2025-09-24 16:00:00,start_interview,0
310,22,8,2025-10-20 11:00:00,signup,0
311,22,13,2025-11-26 00:00:00,signup,0
312,22,14,2025-12-01 08:00:00,signup,0
313,22,14,2025-12-03 10:00:00,start_interview,0
314,22,14,2025-12-03 10:44:56,complete_interview,2696
315,23,4,2025-09-22 21:00:00,signup,0
316,23,4,2025-09-25 01:00:00,start_interview,0
317,23,4,2025-09-25 01:45:34,complete_interview,2734
318,23,4,2025-09-25 02:03:43,view_feedback,789
319,23,7,2025-10-14 20:00:00,signup,0
320,23,7,2025-10-15 10:00:00,start_interview,0
321,23,7,2025-10-15 10:50:09,complete_interview,3009
322,23,7,2025-10-15 11:14:34,view_feedback,748
323,23,7,2025-10-15 11:33:06,share_result,259
324,23,8,2025-10-20 01:00:00,signup,0
325,23,16,2025-12-16 17:00:00,signup,0
326,23,16,2025-12-18 21:00:00,start_interview,0
327,24,7,2025-10-14 18:00:00,signup,0
328,24,16,2025-12-16 11:00:00,signup,0
329,25,2,2025-09-08 10:00:00,signup,0
330,25,2,2025-09-11 06:00:00,start_interview,0
331,25,4,2025-09-23 07:00:00,signup,0
332,25,4,2025-09-24 21:00:00,start_interview,0
333,25,5,2025-09-29 14:00:00,signup,0
334,25,5,2025-10-02 00:00:00,start_interview,0
335,25,5,2025-10-02 00:38:01,complete_interview,2281
336,25,5,2025-10-02 00:58:10,view_feedback,886
337,25,8,2025-10-21 07:00:00,signup,0
338,25,8,2025-10-22 01:00:00,start_interview,0
339,25,8,2025-10-22 01:44:04,complete_interview,2644
340,25,8,2025-10-22 02:07:48,view_feedback,300
341,25,16,2025-12-15 03:00:00,signup,0
342,26,5,2025-09-30 15:00:00,signup,0
343,26,5,2025-10-02 21:00:00,start_interview,0
344,26,5,2025-10-02 21:54:26,complete_interview,3266
345,26,5,2025-10-02 22:02:45,view_feedback,527
346,26,5,2025-10-02 22:36:33,share_result,272
347,26,9,2025-10-27 06:00:00,signup,0
348,26,9,2025-10-29 10:00:00,start_interview,0
349,26,9,2025-10-29 10:58:03,complete_interview,3483
350,26,9,2025-10-29 11:27:40,view_feedback,719
351,26,9,2025-10-29 11:48:54,share_result,110
352,26,10,2025-11-04 01:00:00,signup,0
353,26,10,2025-11-05 12:00:00,start_interview,0
354,26,11,2025-11-11 02:00:00,signup,0
355,26,11,2025-11-13 16:00:00,start_interview,0
356,27,2,2025-09-09 07:00:00,signup,0
357,27,2,2025-09-11 23:00:00,start_interview,0
358,27,2,2025-09-11 23:44:46,complete_interview,2686
359,27,2,2025-09-12 00:06:15,view_feedback,820
360,27,5,2025-09-29 08:00:00,signup,0
361,27,5,2025-10-02 18:00:00,start_interview,0
362,27,16,2025-12-16 02:00:00,signup,0
363,27,16,2025-12-18 23:00:00,start_interview,0
364,27,16,2025-12-18 23:58:46,complete_interview,3526
365,27,16,2025-12-19 00:14:28,view_feedback,866
366,28,5,2025-09-30 15:00:00,signup,0
367,28,5,2025-10-02 19:00:00,start_interview,0
368,28,5,2025-10-02 19:52:57,complete_interview,3177
369,28,5,2025-10-02 20:22:11,view_feedback,482
370,28,8,2025-10-20 22:00:00,signup,0
371,28,8,2025-10-23 13:00:00,start_interview,0
372,28,8,2025-10-23 13:52:46,complete_interview,3166
373,28,8,2025-10-23 14:20:46,view_feedback,846
374,28,8,2025-10-23 14:51:41,share_result,168
375,28,11,2025-11-10 09:00:00,signup,0
376,28,11,2025-11-12 03:00:00,start_interview,0
377,28,11,2025-11-12 03:55:36,complete_interview,3336
378,28,11,2025-11-12 04:10:22,view_feedback,556
379,28,11,2025-11-12 04:27:43,share_result,236
380,28,13,2025-11-25 10:00:00,signup,0
381,28,13,2025-11-27 04:00:00,start_interview,0
382,28,13,2025-11-27 04:59:37,complete_interview,3577
383,28,13,2025-11-27 05:23:47,view_feedback,529
384,29,5,2025-09-30 18:00:00,signup,0
385,29,5,2025-10-02 00:00:00,start_interview,0
386,29,5,2025-10-02 00:56:54,complete_interview,3414
387,29,6,2025-10-07 11:00:00,signup,0
388,29,6,2025-10-09 23:00:00,start_interview,0
389,29,6,2025-10-09 23:51:10,complete_interview,3070
390,29,9,2025-10-28 16:00:00,signup,0
391,29,9,2025-10-30 17:00:00,start_interview,0
392,29,9,2025-10-30 17:50:05,complete_interview,3005
393,29,9,2025-10-30 18:15:40,view_feedback,501
394,29,11,2025-11-10 11:00:00,signup,0
395,29,12,2025-11-17 11:00:00,signup,0
396,29,12,2025-11-19 07:00:00,start_interview,0
397,29,12,2025-11-19 07:44:37,complete_interview,2677
398,29,12,2025-11-19 07:58:38,view_feedback,433
399,29,12,2025-11-19 08:43:29,share_result,125
400,29,13,2025-11-25 05:00:00,signup,0
401,29,13,2025-11-26 09:00:00,start_interview,0
402,29,13,2025-11-26 09:41:00,complete_interview,2460
403,29,13,2025-11-26 10:07:20,view_feedback,608
404,29,15,2025-12-09 21:00:00,signup,0
405,29,15,2025-12-10 14:00:00,start_interview,0
406,30,6,2025-10-07 10:00:00,signup,0
407,30,6,2025-10-08 05:00:00,start_interview,0
408,30,6,2025-10-08 05:37:16,complete_interview,2236
409,30,6,2025-10-08 05:53:34,view_feedback,669
410,30,6,2025-10-08 06:32:57,share_result,218
411,30,11,2025-11-11 18:00:00,signup,0
412,30,11,2025-11-12 15:00:00,start_interview,0
413,31,14,2025-12-02 17:00:00,signup,0
414,31,14,2025-12-04 08:00:00,start_interview,0
415,31,14,2025-12-04 08:33:16,complete_interview,1996
416,31,14,2025-12-04 08:56:37,view_feedback,846
417,31,14,2025-12-04 09:05:30,share_result,113
418,32,4,2025-09-22 06:00:00,signup,0
419,32,4,2025-09-25 20:00:00,start_interview,0
420,32,8,2025-10-21 19:00:00,signup,0
421,32,8,2025-10-23 05:00:00,start_interview,0
422,32,9,2025-10-27 04:00:00,signup,0
423,32,9,2025-10-29 16:00:00,start_interview,0
424,32,9,2025-10-29 16:49:37,complete_interview,2977
425,32,9,2025-10-29 17:03:26,view_feedback,717
426,32,12,2025-11-18 19:00:00,signup,0
427,32,12,2025-11-19 00:00:00,start_interview,0
428,32,12,2025-11-19 00:51:06,complete_interview,3066
429,32,12,2025-11-19 01:16:05,view_feedback,346
430,32,13,2025-11-25 08:00:00,signup,0
431,32,13,2025-11-27 19:00:00,start_interview,0
432,32,13,2025-11-27 19:32:57,complete_interview,1977
433,32,13,2025-11-27 19:52:53,view_feedback,690
434,33,2,2025-09-09 01:00:00,signup,0
435,33,4,2025-09-23 16:00:00,signup,0
436,33,4,2025-09-25 19:00:00,start_interview,0
437,33,9,2025-10-28 11:00:00,signup,0
438,33,9,2025-10-29 02:00:00,start_interview,0
439,33,9,2025-10-29 02:50:21,complete_interview,3021
440,33,9,2025-10-29 03:14:02,view_feedback,387
441,33,9,2025-10-29 03:45:53,share_result,249
442,33,11,2025-11-11 02:00:00,signup,0
443,33,13,2025-11-24 11:00:00,signup,0
444,33,13,2025-11-26 16:00:00,start_interview,0
445,33,13,2025-11-26 16:36:11,complete_interview,2171
446,33,13,2025-11-26 17:00:32,view_feedback,355
447,34,4,2025-09-22 04:00:00,signup,0
448,34,4,2025-09-24 12:00:00,start_interview,0
449,34,6,2025-10-06 08:00:00,signup,0
450,34,6,2025-10-08 15:00:00,start_interview,0
451,34,6,2025-10-08 15:51:08,complete_interview,3068
452,34,6,2025-10-08 16:02:44,view_feedback,625
453,34,7,2025-10-14 18:00:00,signup,0
454,34,7,2025-10-16 13:00:00,start_interview,0
455,34,7,2025-10-16 13:49:20,complete_interview,2960
456,34,7,2025-10-16 14:05:07,view_feedback,738
457,34,7,2025-10-16 14:30:01,share_result,123
458,34,11,2025-11-10 23:00:00,signup,0
459,34,11,2025-11-13 22:00:00,start_interview,0
460,34,11,2025-11-13 22:46:22,complete_interview,2782
461,34,11,2025-11-13 23:03:36,view_feedback,612
462,34,12,2025-11-18 17:00:00,signup,0
463,34,12,2025-11-19 17:00:00,start_interview,0
464,34,13,2025-11-25 10:00:00,signup,0
465,34,13,2025-11-27 22:00:00,start_interview,0
466,34,14,2025-12-01 04:00:00,signup,0
467,35,7,2025-10-13 02:00:00,signup,0
468,35,7,2025-10-16 10:00:00,start_interview,0
469,35,10,2025-11-04 01:00:00,signup,0
470,35,10,2025-11-06 13:00:00,start_interview,0
471,36,6,2025-10-07 08:00:00,signup,0
472,36,6,2025-10-08 10:00:00,start_interview,0
473,36,6,2025-10-08 10:49:18,complete_interview,2958
474,36,6,2025-10-08 10:59:17,view_feedback,795
475,36,7,2025-10-15 00:00:00,signup,0
476,36,7,2025-10-15 04:00:00,start_interview,0
477,36,7,2025-10-15 04:37:59,complete_interview,2279
478,36,7,2025-10-15 04:50:02,view_feedback,830
479,36,11,2025-11-11 17:00:00,signup,0
480,36,11,2025-11-13 21:00:00,start_interview,0
481,37,5,2025-09-30 00:00:00,signup,0
482,37,5,2025-10-02 17:00:00,start_interview,0
483,37,6,2025-10-06 16:00:00,signup,0
484,37,6,2025-10-08 14:00:00,start_interview,0
485,37,6,2025-10-08 14:42:02,complete_interview,2522
486,37,6,2025-10-08 14:58:48,view_feedback,798
487,37,8,2025-10-20 08:00:00,signup,0
488,37,8,2025-10-22 14:00:00,start_interview,0
489,37,8,2025-10-22 14:51:57,complete_interview,3117
490,37,8,2025-10-22 15:02:04,view_feedback,491
491,37,8,2025-10-22 15:42:29,share_result,243
492,37,11,2025-11-10 21:00:00,signup,0
493,37,11,2025-11-13 06:00:00,start_interview,0
494,37,11,2025-11-13 06:46:21,complete_interview,2781
495,37,11,2025-11-13 06:56:51,view_feedback,720
496,37,11,2025-11-13 07:17:49,share_result,92
497,37,13,2025-11-25 16:00:00,signup,0
498,37,13,2025-11-27 12:00:00,start_interview,0
499,37,13,2025-11-27 12:35:40,complete_interview,2140
500,37,13,2025-11-27 12:46:48,view_feedback,829
501,37,16,2025-12-16 22:00:00,signup,0
502,37,16,2025-12-17 18:00:00,start_interview,0
503,38,5,2025-09-30 14:00:00,signup,0
504,38,7,2025-10-14 02:00:00,signup,0
505,38,7,2025-10-16 13:00:00,start_interview,0
506,38,8,2025-10-21 18:00:00,signup,0
507,38,8,2025-10-22 10:00:00,start_interview,0
508,38,9,2025-10-28 05:00:00,signup,0
509,38,9,2025-10-29 04:00:00,start_interview,0
510,38,9,2025-10-29 04:43:09,complete_interview,2589
511,38,9,2025-10-29 04:48:42,view_feedback,507
512,38,14,2025-12-02 15:00:00,signup,0
513,38,14,2025-12-04 10:00:00,start_interview,0
514,38,14,2025-12-04 10:34:00,complete_interview,2040
515,38,14,2025-12-04 11:01:30,view_feedback,433
516,38,16,2025-12-16 19:00:00,signup,0
517,38,16,2025-12-18 09:00:00,start_interview,0
518,38,16,2025-12-18 09:59:51,complete_interview,3591
519,38,16,2025-12-18 10:22:56,view_feedback,739
520,38,16,2025-12-18 10:57:14,share_result,183
521,39,2,2025-09-09 13:00:00,signup,0
522,39,7,2025-10-13 14:00:00,signup,0
523,39,8,2025-10-21 14:00:00,signup,0
524,39,9,2025-10-27 12:00:00,signup,0
525,39,9,2025-10-30 23:00:00,start_interview,0
526,39,11,2025-11-10 00:00:00,signup,0
527,39,11,2025-11-12 13:00:00,start_interview,0
528,39,12,2025-11-17 23:00:00,signup,0
529,39,12,2025-11-20 03:00:00,start_interview,0
530,39,12,2025-11-20 03:38:39,complete_interview,2319
531,39,12,2025-11-20 04:01:56,view_feedback,733
532,39,15,2025-12-08 13:00:00,signup,0
533,39,15,2025-12-11 11:00:00,start_interview,0
534,39,15,2025-12-11 11:42:38,complete_interview,2558
535,39,15,2025-12-11 12:04:08,view_feedback,559
536,40,6,2025-10-06 08:00:00,signup,0
537,40,11,2025-11-10 13:00:00,signup,0
538,40,11,2025-11-12 21:00:00,start_interview,0
539,40,14,2025-12-02 00:00:00,signup,0
540,40,15,2025-12-08 05:00:00,signup,0
